frame,person_id,class,bbox,confidence
168,149,person,"[771.4, 1666.54, 859.47, 1911.57]",0.43
168,171,person,"[1638.58, 1697.4, 1791.79, 2182.9]",0.61
169,1,person,"[442.0, 1614.85, 729.03, 2463.09]",0.86
169,2,person,"[1392.97, 1598.86, 1639.97, 2414.15]",0.83
169,3,person,"[100.51, 1545.81, 466.69, 2567.75]",0.88
169,6,person,"[1249.21, 1665.93, 1422.57, 2297.61]",0.72
169,7,person,"[911.36, 1679.98, 1108.54, 2286.87]",0.8
169,110,person,"[1143.85, 1653.86, 1280.35, 2070.18]",0.74
169,85,backpack,"[1439.06, 1731.36, 1607.54, 2012.26]",0.42
169,146,person,"[842.57, 1659.67, 972.37, 2077.07]",0.55
169,149,person,"[772.91, 1670.61, 859.98, 1912.62]",0.35
169,171,person,"[1643.23, 1691.38, 1795.54, 2167.32]",0.65
170,1,person,"[441.89, 1615.67, 730.27, 2462.11]",0.85
170,2,person,"[1397.12, 1595.26, 1638.64, 2394.53]",0.8
170,3,person,"[100.43, 1548.53, 469.08, 2576.82]",0.89
170,6,person,"[1251.29, 1665.91, 1425.57, 2298.45]",0.71
170,7,person,"[901.38, 1674.42, 1104.84, 2297.52]",0.79
170,110,person,"[1148.03, 1652.86, 1283.64, 2068.71]",0.75
170,85,backpack,"[1435.81, 1724.12, 1608.72, 2011.28]",0.45
170,146,person,"[842.47, 1658.41, 971.3, 2072.42]",0.41
170,149,person,"[773.59, 1670.09, 860.45, 1911.94]",0.34
170,171,person,"[1646.31, 1693.51, 1806.57, 2190.83]",0.61
170,180,person,"[842.71, 1660.64, 969.6, 1902.36]",0.34
171,1,person,"[442.35, 1617.24, 731.12, 2459.19]",0.85
171,2,person,"[1398.88, 1593.84, 1635.63, 2377.8]",0.78
171,3,person,"[99.38, 1553.49, 469.64, 2585.12]",0.88
171,6,person,"[1250.7, 1665.4, 1425.9, 2297.86]",0.76
171,7,person,"[897.38, 1670.99, 1098.95, 2285.4]",0.79
171,110,person,"[1151.65, 1652.66, 1285.26, 2064.66]",0.73
171,85,backpack,"[1438.19, 1725.56, 1609.16, 2007.72]",0.41
171,146,person,"[842.62, 1657.34, 970.62, 2067.31]",0.38
171,149,person,"[773.39, 1667.85, 860.4, 1911.02]",0.33
171,171,person,"[1650.2, 1697.78, 1814.55, 2203.88]",0.61
171,180,person,"[840.84, 1658.32, 969.89, 1904.15]",0.33
172,1,person,"[440.92, 1621.27, 731.63, 2463.87]",0.87
172,2,person,"[1398.47, 1591.91, 1633.5, 2370.18]",0.8
172,3,person,"[95.48, 1560.15, 467.73, 2595.91]",0.86
172,6,person,"[1250.55, 1661.24, 1429.17, 2302.17]",0.7
172,7,person,"[890.11, 1666.37, 1099.47, 2300.6]",0.8
172,110,person,"[1152.73, 1654.87, 1286.26, 2068.4]",0.69
172,85,backpack,"[1438.78, 1722.55, 1611.28, 2004.67]",0.52
172,146,person,"[844.75, 1656.76, 964.09, 2034.54]",0.29
172,149,person,"[773.88, 1663.84, 861.4, 1909.58]",0.31
172,171,person,"[1655.11, 1718.45, 1824.19, 2231.42]",0.55
172,180,person,"[838.85, 1656.67, 969.84, 1906.39]",0.31
173,1,person,"[437.42, 1624.03, 731.05, 2471.59]",0.87
173,2,person,"[1397.7, 1590.61, 1631.38, 2368.49]",0.81
173,3,person,"[91.85, 1564.88, 466.53, 2607.77]",0.87
173,6,person,"[1247.45, 1661.61, 1429.02, 2309.71]",0.72
173,7,person,"[885.71, 1665.26, 1096.26, 2297.26]",0.79
173,110,person,"[1154.41, 1658.51, 1286.91, 2070.44]",0.69
173,85,backpack,"[1437.33, 1721.12, 1611.56, 2003.94]",0.54
173,149,person,"[774.42, 1662.64, 862.81, 1912.57]",0.35
173,171,person,"[1668.81, 1749.28, 1835.44, 2241.97]",0.64
173,180,person,"[838.2, 1656.23, 969.0, 1905.96]",0.31
174,1,person,"[435.1, 1626.6, 729.85, 2473.66]",0.83
174,2,person,"[1397.44, 1589.35, 1631.5, 2371.16]",0.81
174,3,person,"[90.65, 1571.94, 465.68, 2616.48]",0.86
174,6,person,"[1246.56, 1665.02, 1426.21, 2300.27]",0.72
174,7,person,"[883.55, 1663.98, 1096.93, 2299.34]",0.81
174,110,person,"[1156.68, 1659.51, 1288.71, 2071.96]",0.73
174,85,backpack,"[1443.58, 1719.2, 1617.98, 2001.49]",0.58
174,149,person,"[773.48, 1661.76, 862.5, 1915.98]",0.34
174,171,person,"[1671.48, 1742.55, 1843.79, 2246.38]",0.48
174,180,person,"[835.12, 1654.7, 968.07, 1909.46]",0.33
175,1,person,"[427.07, 1633.67, 728.62, 2498.06]",0.83
175,2,person,"[1396.46, 1588.19, 1632.03, 2379.37]",0.81
175,3,person,"[91.13, 1576.86, 464.94, 2620.1]",0.86
175,6,person,"[1246.2, 1671.67, 1427.59, 2304.97]",0.76
175,7,person,"[881.91, 1663.29, 1096.78, 2298.71]",0.8
175,110,person,"[1158.34, 1660.24, 1289.12, 2070.12]",0.77
175,85,backpack,"[1446.0, 1717.58, 1619.72, 1998.25]",0.58
175,149,person,"[773.9, 1661.86, 861.67, 1915.21]",0.39
175,171,person,"[1679.53, 1710.38, 1866.28, 2252.16]",0.53
175,180,person,"[835.21, 1654.08, 967.18, 1907.79]",0.3
175,182,person,"[386.7, 1675.65, 485.47, 1858.95]",0.38
176,1,person,"[422.81, 1638.46, 726.39, 2506.31]",0.83
176,2,person,"[1394.85, 1587.25, 1630.32, 2379.75]",0.81
176,3,person,"[92.25, 1581.49, 462.25, 2615.57]",0.84
176,6,person,"[1244.21, 1674.67, 1426.21, 2301.54]",0.76
176,7,person,"[877.81, 1660.98, 1093.84, 2299.09]",0.8
176,110,person,"[1159.65, 1659.28, 1289.52, 2067.23]",0.76
176,85,backpack,"[1445.85, 1716.86, 1621.56, 2000.36]",0.58
176,149,person,"[773.36, 1662.99, 859.78, 1914.82]",0.37
176,171,person,"[1687.59, 1698.53, 1881.77, 2257.79]",0.57
176,180,person,"[835.26, 1656.53, 964.46, 1905.5]",0.29
176,182,person,"[383.69, 1675.63, 486.54, 1866.69]",0.3
177,1,person,"[427.44, 1636.86, 722.85, 2475.4]",0.82
177,2,person,"[1390.58, 1590.79, 1627.47, 2385.62]",0.79
177,3,person,"[93.9, 1582.3, 461.65, 2614.71]",0.84
177,6,person,"[1245.12, 1674.12, 1428.17, 2296.84]",0.73
177,7,person,"[875.89, 1660.84, 1092.63, 2304.02]",0.8
177,110,person,"[1161.08, 1659.15, 1291.18, 2070.23]",0.74
177,85,backpack,"[1441.41, 1715.34, 1622.9, 2008.26]",0.69
177,149,person,"[772.11, 1661.38, 858.66, 1916.09]",0.4
177,171,person,"[1692.79, 1681.29, 1895.7, 2262.37]",0.45
177,180,person,"[835.36, 1659.07, 962.45, 1904.61]",0.32
178,1,person,"[423.58, 1638.45, 718.7, 2470.49]",0.82
178,2,person,"[1386.38, 1598.2, 1624.87, 2391.6]",0.78
178,3,person,"[94.13, 1582.49, 459.12, 2610.67]",0.85
178,6,person,"[1244.06, 1675.6, 1429.1, 2295.79]",0.77
178,7,person,"[875.75, 1661.62, 1090.82, 2298.84]",0.8
178,110,person,"[1163.79, 1658.1, 1291.78, 2064.62]",0.71
178,85,backpack,"[1435.84, 1715.95, 1620.17, 2012.92]",0.59
178,149,person,"[771.08, 1659.78, 858.14, 1918.14]",0.35
178,171,person,"[1703.23, 1680.29, 1910.17, 2267.7]",0.43
178,180,person,"[833.26, 1657.42, 962.39, 1908.02]",0.35
178,184,backpack,"[1235.07, 1803.86, 1375.93, 2001.76]",0.44
179,1,person,"[421.12, 1638.42, 714.32, 2459.26]",0.83
179,2,person,"[1390.47, 1599.91, 1627.55, 2387.57]",0.78
179,3,person,"[91.53, 1580.62, 457.72, 2615.84]",0.86
179,6,person,"[1242.09, 1677.23, 1430.33, 2301.35]",0.77
179,7,person,"[875.16, 1665.54, 1088.92, 2298.29]",0.82
179,110,person,"[1165.57, 1657.68, 1294.33, 2068.07]",0.67
179,85,backpack,"[1439.61, 1722.02, 1621.08, 2015.65]",0.53
179,149,person,"[770.54, 1661.49, 857.0, 1919.58]",0.35
179,171,person,"[1708.26, 1678.79, 1904.31, 2236.17]",0.4
179,180,person,"[831.16, 1657.51, 960.76, 1910.67]",0.32
179,184,backpack,"[1230.77, 1805.85, 1372.99, 2005.71]",0.52
180,1,person,"[416.64, 1639.18, 713.45, 2467.51]",0.84
180,2,person,"[1392.6, 1607.71, 1629.11, 2395.88]",0.82
180,3,person,"[95.23, 1581.61, 454.39, 2598.22]",0.87
180,6,person,"[1238.04, 1678.88, 1429.32, 2308.68]",0.77
180,7,person,"[875.37, 1669.71, 1090.37, 2308.66]",0.8
180,110,person,"[1168.58, 1656.4, 1296.63, 2065.58]",0.54
180,85,backpack,"[1435.28, 1725.07, 1617.84, 2020.22]",0.5
180,149,person,"[768.95, 1658.45, 855.86, 1918.81]",0.34
180,171,person,"[1722.06, 1679.08, 1931.34, 2273.34]",0.62
180,180,person,"[829.12, 1657.69, 960.05, 1915.83]",0.28
180,184,backpack,"[1225.81, 1808.77, 1369.87, 2011.51]",0.42
181,1,person,"[413.58, 1637.14, 713.18, 2471.68]",0.85
181,2,person,"[1387.22, 1614.98, 1626.22, 2407.99]",0.81
181,3,person,"[94.48, 1580.19, 446.62, 2573.26]",0.88
181,6,person,"[1232.73, 1678.52, 1424.23, 2308.51]",0.73
181,7,person,"[872.53, 1673.24, 1088.21, 2317.36]",0.79
181,110,person,"[1171.73, 1655.99, 1297.76, 2060.12]",0.55
181,85,backpack,"[1431.54, 1730.87, 1614.65, 2025.41]",0.51
181,149,person,"[768.32, 1659.39, 855.17, 1920.35]",0.41
181,171,person,"[1735.43, 1682.26, 1951.57, 2292.15]",0.65
181,184,backpack,"[1226.46, 1809.64, 1372.33, 2014.59]",0.33
181,186,person,"[1582.9, 1654.42, 1760.38, 2300.88]",0.58
182,1,person,"[412.48, 1639.7, 711.03, 2467.95]",0.82
182,2,person,"[1389.76, 1621.05, 1624.92, 2400.77]",0.8
182,3,person,"[88.55, 1573.16, 438.03, 2553.9]",0.88
182,6,person,"[1230.45, 1681.44, 1422.86, 2314.04]",0.7
182,7,person,"[877.01, 1677.1, 1092.6, 2323.33]",0.77
182,110,person,"[1170.95, 1656.68, 1296.93, 2059.82]",0.53
182,85,backpack,"[1430.65, 1748.05, 1608.02, 2032.18]",0.46
182,149,person,"[767.47, 1661.77, 853.75, 1922.65]",0.43
182,171,person,"[1746.37, 1682.02, 1973.07, 2315.19]",0.72
182,184,backpack,"[1224.19, 1813.98, 1359.86, 2004.82]",0.41
182,186,person,"[1587.67, 1654.12, 1769.25, 2315.34]",0.57
182,180,person,"[829.96, 1662.84, 956.47, 1914.27]",0.31
183,1,person,"[411.81, 1638.83, 710.28, 2463.86]",0.81
183,2,person,"[1390.8, 1624.75, 1627.09, 2411.18]",0.76
183,3,person,"[76.18, 1570.13, 426.43, 2542.26]",0.89
183,6,person,"[1228.21, 1682.07, 1421.29, 2319.24]",0.69
183,7,person,"[876.5, 1681.54, 1092.61, 2330.81]",0.76
183,110,person,"[1172.47, 1658.45, 1295.99, 2050.61]",0.54
183,85,backpack,"[1430.18, 1756.63, 1606.42, 2038.38]",0.47
183,149,person,"[767.37, 1666.38, 851.99, 1923.62]",0.4
183,171,person,"[1751.63, 1681.39, 1988.52, 2342.27]",0.69
183,184,backpack,"[1221.03, 1815.58, 1353.04, 2002.25]",0.51
183,180,person,"[828.5, 1670.19, 956.9, 1927.74]",0.33
183,146,person,"[835.53, 1665.74, 951.23, 2034.67]",0.26
184,1,person,"[410.25, 1635.39, 709.6, 2462.85]",0.8
184,2,person,"[1389.97, 1626.57, 1626.9, 2418.03]",0.82
184,3,person,"[64.12, 1570.29, 419.71, 2545.81]",0.89
184,6,person,"[1226.16, 1679.62, 1420.02, 2323.8]",0.67
184,7,person,"[875.27, 1684.64, 1092.01, 2338.92]",0.77
184,110,person,"[1172.34, 1658.64, 1295.96, 2048.84]",0.5
184,85,backpack,"[1429.9, 1760.7, 1603.89, 2037.52]",0.53
184,149,person,"[767.05, 1666.83, 851.42, 1924.16]",0.38
184,171,person,"[1763.26, 1682.98, 2005.13, 2353.59]",0.58
184,184,backpack,"[1220.96, 1812.39, 1352.38, 1999.29]",0.45
184,180,person,"[827.87, 1672.01, 956.65, 1932.54]",0.33
185,1,person,"[404.77, 1637.65, 708.11, 2476.12]",0.81
185,2,person,"[1390.65, 1626.04, 1628.54, 2422.22]",0.8
185,3,person,"[55.7, 1571.94, 415.1, 2546.38]",0.89
185,6,person,"[1226.25, 1679.74, 1420.62, 2331.97]",0.66
185,7,person,"[872.2, 1687.11, 1092.2, 2352.96]",0.78
185,110,person,"[1172.44, 1661.24, 1296.61, 2051.26]",0.49
185,85,backpack,"[1426.74, 1761.85, 1595.89, 2032.16]",0.34
185,149,person,"[766.39, 1670.45, 849.69, 1925.91]",0.31
185,171,person,"[1774.65, 1689.57, 2021.0, 2367.23]",0.69
185,184,backpack,"[1217.68, 1812.19, 1346.79, 1997.37]",0.27
185,180,person,"[828.17, 1674.63, 956.07, 1934.38]",0.3
185,146,person,"[832.3, 1669.75, 949.44, 2043.08]",0.26
186,1,person,"[403.72, 1636.22, 702.98, 2461.74]",0.8
186,2,person,"[1390.53, 1623.43, 1627.15, 2414.21]",0.81
186,3,person,"[41.23, 1571.11, 408.69, 2556.16]",0.88
186,6,person,"[1227.58, 1676.78, 1422.32, 2338.35]",0.64
186,7,person,"[873.19, 1688.29, 1094.7, 2360.75]",0.78
186,110,person,"[1172.14, 1661.54, 1297.34, 2052.96]",0.44
186,149,person,"[764.21, 1669.78, 847.53, 1928.29]",0.26
186,171,person,"[1784.88, 1695.21, 2036.5, 2388.73]",0.71
186,184,backpack,"[1222.25, 1811.52, 1354.76, 2003.4]",0.3
186,146,person,"[828.19, 1669.57, 948.0, 2052.78]",0.27
186,186,person,"[1630.37, 1657.83, 1825.72, 2364.16]",0.35
187,1,person,"[402.75, 1635.04, 700.61, 2458.51]",0.82
187,2,person,"[1391.18, 1619.57, 1625.1, 2398.14]",0.79
187,3,person,"[31.27, 1572.09, 405.74, 2566.44]",0.88
187,6,person,"[1230.5, 1670.79, 1424.33, 2340.5]",0.61
187,7,person,"[876.74, 1688.6, 1099.33, 2366.66]",0.79
187,110,person,"[1176.59, 1660.3, 1302.93, 2055.8]",0.45
187,149,person,"[762.59, 1674.34, 844.55, 1930.33]",0.27
187,171,person,"[1804.87, 1700.94, 2063.89, 2408.4]",0.72
187,184,backpack,"[1222.03, 1807.07, 1352.75, 1997.91]",0.32
187,146,person,"[825.94, 1672.25, 946.82, 2057.91]",0.34
187,186,person,"[1634.14, 1650.72, 1839.34, 2384.11]",0.43
187,180,person,"[822.59, 1676.29, 955.72, 1949.19]",0.25
188,1,person,"[394.83, 1634.64, 700.94, 2486.63]",0.85
188,2,person,"[1392.1, 1617.02, 1623.46, 2384.66]",0.8
188,3,person,"[23.74, 1573.46, 404.9, 2577.03]",0.89
188,6,person,"[1232.95, 1668.37, 1423.94, 2338.73]",0.57
188,7,person,"[881.58, 1687.59, 1105.1, 2369.94]",0.8
188,110,person,"[1178.45, 1661.47, 1306.6, 2061.51]",0.36
188,149,person,"[761.91, 1678.96, 842.78, 1932.53]",0.28
188,171,person,"[1816.15, 1698.77, 2081.82, 2422.9]",0.7
188,184,backpack,"[1215.0, 1800.88, 1345.78, 1994.29]",0.36
188,146,person,"[822.98, 1673.85, 944.32, 2058.5]",0.41
188,186,person,"[1635.17, 1662.67, 1842.72, 2389.71]",0.51
189,1,person,"[391.46, 1636.29, 698.98, 2498.34]",0.84
189,2,person,"[1392.3, 1614.55, 1623.74, 2379.05]",0.78
189,3,person,"[18.13, 1577.33, 404.17, 2586.77]",0.89
189,6,person,"[1235.17, 1667.33, 1424.49, 2340.65]",0.59
189,7,person,"[888.53, 1686.89, 1111.28, 2369.64]",0.81
189,110,person,"[1179.89, 1661.26, 1309.49, 2068.01]",0.37
189,149,person,"[760.87, 1681.99, 839.38, 1929.47]",0.31
189,171,person,"[1834.64, 1698.78, 2106.31, 2435.83]",0.7
189,146,person,"[819.35, 1674.01, 943.14, 2067.37]",0.47
189,186,person,"[1654.9, 1664.93, 1866.75, 2401.68]",0.33
190,1,person,"[388.56, 1639.72, 696.25, 2509.46]",0.83
190,2,person,"[1393.02, 1611.45, 1627.02, 2380.99]",0.74
190,3,person,"[16.22, 1581.12, 405.74, 2593.97]",0.88
190,6,person,"[1236.09, 1668.11, 1424.3, 2344.3]",0.59
190,7,person,"[892.97, 1685.6, 1114.73, 2366.42]",0.81
190,110,person,"[1182.17, 1665.35, 1310.54, 2069.06]",0.4
190,149,person,"[760.11, 1682.49, 837.22, 1927.7]",0.27
190,171,person,"[1852.12, 1697.22, 2130.46, 2454.25]",0.64
190,146,person,"[817.12, 1679.65, 940.69, 2073.67]",0.56
190,186,person,"[1660.06, 1664.21, 1884.51, 2429.17]",0.66
190,85,backpack,"[1429.2, 1745.63, 1597.13, 2013.15]",0.3
191,1,person,"[389.16, 1640.97, 694.25, 2506.16]",0.84
191,2,person,"[1392.82, 1608.4, 1629.93, 2384.3]",0.78
191,3,person,"[17.24, 1590.47, 406.57, 2599.62]",0.87
191,6,person,"[1238.1, 1664.7, 1425.4, 2341.59]",0.63
191,7,person,"[898.25, 1681.04, 1117.11, 2353.16]",0.8
191,110,person,"[1187.91, 1666.95, 1315.41, 2069.13]",0.38
191,149,person,"[760.0, 1682.36, 835.03, 1923.6]",0.29
191,171,person,"[1869.54, 1697.41, 2145.37, 2449.5]",0.54
191,146,person,"[814.64, 1682.59, 938.19, 2078.01]",0.65
191,186,person,"[1666.03, 1658.57, 1903.7, 2453.95]",0.71
191,85,backpack,"[1429.27, 1742.76, 1596.69, 2011.75]",0.26
191,184,backpack,"[1197.36, 1800.62, 1348.31, 2029.28]",0.44
192,1,person,"[392.67, 1641.72, 695.03, 2498.12]",0.82
192,2,person,"[1393.88, 1605.15, 1635.11, 2389.23]",0.79
192,3,person,"[14.92, 1595.6, 405.73, 2606.26]",0.86
192,6,person,"[1239.81, 1662.85, 1428.33, 2344.85]",0.58
192,7,person,"[899.99, 1676.79, 1119.69, 2350.73]",0.81
192,110,person,"[1188.31, 1669.77, 1318.45, 2081.47]",0.37
192,149,person,"[758.36, 1680.65, 832.76, 1922.67]",0.26
192,171,person,"[1889.44, 1684.76, 2160.0, 2425.09]",0.39
192,146,person,"[813.51, 1682.6, 937.6, 2080.56]",0.59
192,186,person,"[1683.82, 1657.52, 1927.8, 2466.38]",0.41
192,184,backpack,"[1195.42, 1795.67, 1349.36, 2033.91]",0.43
193,1,person,"[391.71, 1644.39, 694.98, 2504.32]",0.82
193,2,person,"[1397.59, 1603.74, 1642.28, 2398.12]",0.83
193,3,person,"[13.05, 1595.07, 407.48, 2613.3]",0.88
193,6,person,"[1244.74, 1663.1, 1435.85, 2351.94]",0.61
193,7,person,"[900.68, 1673.37, 1121.62, 2349.4]",0.81
193,110,person,"[1187.82, 1670.36, 1319.58, 2088.4]",0.36
193,171,person,"[1886.69, 1671.15, 2160.0, 2465.16]",0.55
193,146,person,"[811.66, 1683.16, 936.89, 2085.05]",0.62
193,186,person,"[1694.12, 1653.81, 1942.3, 2464.75]",0.47
193,184,backpack,"[1193.3, 1796.14, 1348.98, 2042.97]",0.36
194,1,person,"[397.06, 1645.88, 685.27, 2456.69]",0.84
194,2,person,"[1400.56, 1604.42, 1648.06, 2409.15]",0.82
194,3,person,"[9.34, 1593.81, 402.4, 2607.86]",0.87
194,6,person,"[1246.89, 1662.37, 1437.6, 2345.82]",0.6
194,7,person,"[902.19, 1674.65, 1122.72, 2348.88]",0.8
194,110,person,"[1191.95, 1675.73, 1321.89, 2084.83]",0.39
194,171,person,"[1907.0, 1671.65, 2160.0, 2460.87]",0.42
194,146,person,"[809.98, 1683.77, 936.61, 2089.58]",0.67
194,186,person,"[1720.08, 1655.29, 1970.04, 2476.05]",0.4
194,184,backpack,"[1189.31, 1791.54, 1348.61, 2051.27]",0.29
194,191,person,"[562.94, 1659.99, 729.11, 2106.89]",0.34
194,192,person,"[1791.47, 1661.08, 1978.09, 2458.7]",0.41
195,1,person,"[390.77, 1645.24, 690.08, 2488.64]",0.85
195,2,person,"[1403.89, 1607.14, 1652.09, 2416.51]",0.84
195,3,person,"[6.62, 1591.21, 397.53, 2601.64]",0.88
195,6,person,"[1246.98, 1662.56, 1436.21, 2335.1]",0.58
195,7,person,"[904.26, 1677.51, 1125.21, 2351.93]",0.82
195,110,person,"[1195.5, 1675.3, 1326.31, 2083.05]",0.39
195,171,person,"[1926.31, 1674.85, 2160.0, 2473.63]",0.46
195,146,person,"[808.11, 1683.15, 935.83, 2090.36]",0.71
195,186,person,"[1728.0, 1648.81, 1986.06, 2490.46]",0.55
195,191,person,"[567.95, 1661.27, 730.49, 2098.19]",0.35
195,192,person,"[1807.42, 1655.16, 1997.66, 2468.17]",0.32
196,1,person,"[386.3, 1644.64, 686.2, 2493.59]",0.86
196,2,person,"[1409.39, 1612.11, 1656.97, 2423.14]",0.86
196,3,person,"[0.0, 1588.41, 390.4, 2601.31]",0.88
196,6,person,"[1244.77, 1663.16, 1440.32, 2354.73]",0.67
196,7,person,"[905.98, 1678.81, 1128.27, 2356.06]",0.82
196,110,person,"[1199.51, 1678.38, 1327.97, 2075.25]",0.32
196,171,person,"[1946.64, 1718.0, 2160.0, 2496.24]",0.53
196,146,person,"[807.11, 1682.76, 934.93, 2087.38]",0.73
196,186,person,"[1752.72, 1646.05, 2012.56, 2493.82]",0.57
196,191,person,"[570.8, 1663.34, 731.65, 2096.05]",0.33
196,184,backpack,"[1181.15, 1771.94, 1352.61, 2061.65]",0.3
197,1,person,"[384.42, 1644.49, 681.12, 2486.59]",0.86
197,2,person,"[1412.33, 1617.2, 1659.72, 2431.99]",0.85
197,3,person,"[2.98, 1587.15, 389.07, 2587.57]",0.88
197,6,person,"[1250.17, 1666.67, 1445.09, 2358.52]",0.69
197,7,person,"[906.45, 1675.8, 1132.31, 2364.08]",0.81
197,110,person,"[1201.72, 1678.44, 1328.94, 2074.51]",0.32
197,171,person,"[1965.02, 1727.47, 2160.0, 2517.66]",0.58
197,146,person,"[806.34, 1683.69, 934.61, 2085.61]",0.73
197,186,person,"[1754.75, 1642.08, 2025.15, 2513.38]",0.58
197,191,person,"[573.34, 1665.42, 730.49, 2087.2]",0.34
198,1,person,"[383.93, 1643.16, 675.99, 2473.2]",0.87
198,2,person,"[1415.74, 1624.86, 1662.95, 2440.94]",0.84
198,3,person,"[5.36, 1583.93, 382.95, 2563.22]",0.87
198,6,person,"[1255.91, 1669.68, 1450.56, 2367.73]",0.73
198,7,person,"[905.97, 1679.71, 1133.36, 2372.79]",0.81
198,110,person,"[1207.26, 1679.45, 1329.48, 2063.96]",0.3
198,171,person,"[1982.01, 1715.57, 2160.0, 2509.13]",0.56
198,146,person,"[802.97, 1683.96, 933.03, 2085.61]",0.71
198,186,person,"[1763.16, 1640.15, 2041.09, 2525.79]",0.67
198,191,person,"[572.89, 1664.3, 726.15, 2074.64]",0.37
198,192,person,"[1849.83, 1640.9, 2055.73, 2520.94]",0.3
199,1,person,"[382.67, 1643.19, 669.62, 2459.69]",0.85
199,2,person,"[1422.83, 1626.08, 1670.13, 2447.01]",0.83
199,3,person,"[9.9, 1583.82, 379.36, 2542.87]",0.87
199,6,person,"[1257.42, 1673.25, 1453.54, 2378.68]",0.73
199,7,person,"[906.62, 1681.37, 1136.95, 2384.63]",0.82
199,110,person,"[1211.49, 1681.14, 1330.6, 2056.39]",0.34
199,146,person,"[806.09, 1683.64, 937.47, 2089.09]",0.7
199,186,person,"[1777.74, 1639.88, 2063.65, 2538.34]",0.7
199,191,person,"[568.49, 1660.93, 730.5, 2095.55]",0.4
199,149,person,"[751.66, 1682.37, 823.88, 1920.86]",0.29
200,1,person,"[379.69, 1643.14, 664.32, 2452.79]",0.85
200,2,person,"[1427.55, 1630.96, 1672.99, 2446.17]",0.83
200,3,person,"[11.81, 1583.86, 379.0, 2538.43]",0.87
200,6,person,"[1257.9, 1679.86, 1452.68, 2382.18]",0.73
200,7,person,"[907.49, 1684.58, 1137.78, 2389.45]",0.82
200,110,person,"[1214.65, 1679.98, 1331.13, 2045.46]",0.38
200,146,person,"[806.31, 1685.55, 938.87, 2095.69]",0.69
200,186,person,"[1793.19, 1640.38, 2090.16, 2557.8]",0.77
200,191,person,"[555.46, 1662.36, 749.84, 2191.97]",0.41
200,201,person,"[1158.06, 1698.74, 1227.12, 1941.07]",0.33
200,149,person,"[751.82, 1680.47, 823.68, 1922.06]",0.28
201,1,person,"[378.32, 1643.84, 660.73, 2447.66]",0.84
201,2,person,"[1436.42, 1633.6, 1679.42, 2441.54]",0.85
201,3,person,"[12.27, 1584.79, 379.95, 2542.0]",0.87
201,6,person,"[1256.47, 1682.84, 1450.71, 2382.32]",0.72
201,7,person,"[907.9, 1687.03, 1136.64, 2388.51]",0.83
201,110,person,"[1216.59, 1678.27, 1331.29, 2036.34]",0.38
201,146,person,"[805.87, 1687.67, 938.12, 2098.26]",0.72
201,186,person,"[1803.14, 1639.42, 2118.64, 2602.95]",0.32
201,191,person,"[550.84, 1667.25, 752.68, 2226.21]",0.39
201,201,person,"[1159.49, 1701.87, 1227.51, 1940.39]",0.27
201,149,person,"[751.15, 1679.53, 823.27, 1925.08]",0.3
202,1,person,"[376.24, 1644.8, 659.52, 2453.96]",0.83
202,2,person,"[1442.46, 1634.62, 1685.19, 2441.96]",0.86
202,3,person,"[12.08, 1585.39, 379.13, 2542.53]",0.87
202,6,person,"[1253.18, 1683.1, 1447.36, 2385.19]",0.71
202,7,person,"[908.61, 1690.87, 1136.23, 2390.76]",0.82
202,110,person,"[1219.01, 1677.35, 1332.42, 2027.8]",0.4
202,146,person,"[804.75, 1689.71, 937.09, 2101.89]",0.74
202,186,person,"[1811.43, 1647.25, 2141.1, 2646.2]",0.68
202,191,person,"[544.39, 1672.34, 753.3, 2261.7]",0.45
202,201,person,"[1159.19, 1701.02, 1227.9, 1941.74]",0.31
202,149,person,"[751.35, 1682.29, 822.77, 1928.23]",0.25
203,1,person,"[374.01, 1647.61, 657.1, 2457.4]",0.81
203,2,person,"[1448.83, 1634.98, 1692.56, 2446.46]",0.85
203,3,person,"[13.43, 1589.36, 381.54, 2551.11]",0.85
203,6,person,"[1250.98, 1679.16, 1446.41, 2389.11]",0.74
203,7,person,"[909.12, 1691.5, 1137.65, 2397.35]",0.83
203,110,person,"[1220.25, 1676.26, 1332.84, 2020.68]",0.34
203,146,person,"[803.49, 1689.4, 936.36, 2104.76]",0.76
203,186,person,"[1842.63, 1649.66, 2139.73, 2526.75]",0.4
203,191,person,"[542.61, 1674.84, 755.08, 2288.22]",0.45
203,201,person,"[1160.47, 1710.71, 1227.7, 1944.83]",0.33
203,184,backpack,"[1199.24, 1770.01, 1343.48, 2024.26]",0.4
204,1,person,"[369.38, 1648.03, 656.98, 2473.87]",0.82
204,2,person,"[1458.39, 1631.16, 1701.24, 2439.27]",0.84
204,3,person,"[12.86, 1591.36, 383.45, 2559.89]",0.86
204,6,person,"[1249.92, 1676.06, 1447.65, 2400.77]",0.75
204,7,person,"[909.93, 1692.83, 1138.21, 2401.56]",0.84
204,110,person,"[1219.74, 1675.45, 1332.57, 2017.59]",0.31
204,146,person,"[801.42, 1689.77, 934.92, 2107.57]",0.78
204,186,person,"[1827.49, 1655.76, 2160.0, 2674.49]",0.85
204,191,person,"[542.53, 1676.0, 750.89, 2288.46]",0.45
204,201,person,"[1161.52, 1717.37, 1227.36, 1945.44]",0.28
